CountyNo;CountyName;State;Fips;Site;Lat;Long;Population;Area;Density;Infected
1564;wright;Missouri;29;229;37.193;-92.429;17955;682.1;26.6;228
1565;beaverhead;Montana;30;1;45.222;-112.7;9202;5542.4;1.6;49
1566;big horn;Montana;30;3;45.56;-107.508;12671;4994.8;2.6;209
1567;blaine;Montana;30;5;48.447;-108.905;7009;4226.2;1.6;59
1568;broadwater;Montana;30;7;46.31;-111.519;4385;1191.3;3.8;315
1569;carbon;Montana;30;9;45.317;-109.084;9552;2048;4.8;258
1570;carter;Montana;30;11;45.673;-104.525;1360;3339.6;0.4;86
1571;cascade;Montana;30;13;47.491;-111.306;80357;2697.9;29.6;92
1572;chouteau;Montana;30;15;47.927;-110.423;5970;3973.2;1.4;66
1573;custer;Montana;30;17;46.403;-105.814;11696;3783.1;3;70
1574;daniels;Montana;30;19;48.789;-105.436;2017;1426.1;1.3;30
1575;dawson;Montana;30;21;47.139;-104.752;9059;2373.1;3.6;76
1576;deer lodge;Montana;30;23;46.136;-112.953;9417;737;12.3;316
1577;fallon;Montana;30;25;46.362;-104.314;2837;1620.3;1.7;197
1578;fergus;Montana;30;27;47.097;-109.411;11893;4339.2;2.7;210
1579;flathead;Montana;30;29;48.254;-114.274;74471;5098.1;15.9;51
1580;gallatin;Montana;30;31;45.677;-111.121;67831;2605.8;29;182
1581;garfield;Montana;30;33;47.288;-106.948;1279;4668;0.3;45
1582;glacier;Montana;30;35;48.602;-112.79;13247;2994.7;4.5;8
1583;golden valley;Montana;30;37;46.283;-109.157;1042;1175.3;1;98
1584;granite;Montana;30;39;46.453;-113.29;2830;1727.4;1.7;30
1585;hill;Montana;30;41;48.521;-109.767;16673;2896.4;5.7;39
1586;jefferson;Montana;30;43;46.243;-112.052;10049;1656.6;6.6;287
1587;judith basin;Montana;30;45;47.105;-110.185;2329;1869.8;1.2;88
1588;lake;Montana;30;47;47.603;-114.117;26507;1493.8;18.7;81
1589;lewis and clark;Montana;30;49;46.645;-112.028;55716;3461;16.7;130
1590;liberty;Montana;30;51;48.551;-110.975;2158;1429.8;1.4;226
1591;lincoln;Montana;30;53;48.531;-115.45;18837;3612.7;5.3;57
1592;mccone;Montana;30;55;47.582;-105.632;1977;2642.5;0.7;132
1593;madison;Montana;30;57;45.447;-111.973;6851;3586.5;2;23
1594;meagher;Montana;30;59;46.53;-110.855;1932;2391.8;0.8;368
1595;mineral;Montana;30;61;47.19;-114.899;3884;1219.8;3.2;31
1596;missoula;Montana;30;63;46.875;-114.015;95802;2598;38.1;105
1597;musselshell;Montana;30;65;46.424;-108.482;4497;1867.1;2.4;23
1598;park;Montana;30;67;45.594;-110.596;15694;2802.4;5.6;121
1599;petroleum;Montana;30;69;47.024;-108.3;493;1653.9;0.3;74
1600;phillips;Montana;30;71;48.376;-107.861;4601;5139.5;0.8;372
1601;pondera;Montana;30;73;48.211;-112.134;6424;1624.7;3.8;310
1602;powder river;Montana;30;75;45.431;-105.542;1858;3297.2;0.5;331
1603;powell;Montana;30;77;46.451;-112.758;7180;2325.9;3;10
1604;prairie;Montana;30;79;46.807;-105.266;1199;1736.5;0.7;27
1605;ravalli;Montana;30;81;46.345;-114.122;36070;2394.3;16.4;450
1606;richland;Montana;30;83;47.72;-104.214;9667;2084.1;4.4;56
1607;roosevelt;Montana;30;85;48.134;-105.24;10620;2355.6;4.5;9
1608;rosebud;Montana;30;87;45.926;-106.613;9383;5012.3;1.8;11
1609;sanders;Montana;30;89;47.63;-115.162;10227;2762.2;4;122
1610;sheridan;Montana;30;91;48.738;-104.502;4105;1676.6;2.2;82
1611;silver bow;Montana;30;93;45.989;-112.525;34606;718.3;46.1;268
1612;stillwater;Montana;30;95;45.609;-109.273;8195;1795.1;4.7;12
1613;sweet grass;Montana;30;97;45.827;-109.916;3609;1855.1;2;16
1614;teton;Montana;30;99;47.775;-112.051;6445;2272.6;2.8;121
1615;toole;Montana;30;101;48.598;-111.849;5267;1911;2.7;426
1616;treasure;Montana;30;103;46.243;-107.23;861;978.9;0.8;176
1617;valley;Montana;30;105;48.239;-106.541;7675;4920.8;1.5;26
1618;wheatland;Montana;30;107;46.464;-109.834;2259;1423.1;1.5;124
1619;wibaux;Montana;30;109;46.971;-104.197;1068;889.3;1.1;197
1620;yellowstone;Montana;30;111;45.79;-108.537;129352;2635.1;51.1;4
1622;adams;Nebraska;31;1;40.583;-98.415;31151;563.4;54.9;274
1623;antelope;Nebraska;31;3;42.148;-98.055;7452;857.1;8.3;276
1624;arthur;Nebraska;31;5;41.572;-101.675;444;715.4;0.6;375
1625;banner;Nebraska;31;7;41.557;-103.7;819;746.2;1;25
1626;blaine;Nebraska;31;9;41.908;-99.999;583;710.7;0.7;156
1627;boone;Nebraska;31;11;41.681;-98.019;6259;686.7;8.5;52
1628;box butte;Nebraska;31;13;42.138;-102.906;12158;1075.3;10.6;623
1629;boyd;Nebraska;31;15;42.892;-98.739;2438;540;4.2;29
1630;brown;Nebraska;31;17;42.539;-99.853;3525;1221.3;2.8;281
1631;buffalo;Nebraska;31;19;40.74;-99.068;42259;968;44.8;47
1632;burt;Nebraska;31;21;41.849;-96.344;7791;492.8;15.2;25
1633;butler;Nebraska;31;23;41.243;-97.14;8767;587.7;15;49
1634;cass;Nebraska;31;25;40.945;-96.06;24334;559.2;45.9;152
1635;cedar;Nebraska;31;27;42.577;-97.254;9615;740.2;12.2;282
1636;chase;Nebraska;31;29;40.501;-101.62;4068;894.5;4.4;57
1637;cherry;Nebraska;31;31;42.782;-100.773;6148;5959.3;1;96
1638;cheyenne;Nebraska;31;33;41.17;-102.984;9830;1196.3;8.3;79
1639;clay;Nebraska;31;35;40.541;-98.033;7039;573;11.8;40
1640;colfax;Nebraska;31;37;41.529;-97.078;10441;412.5;25.5;161
1641;cuming;Nebraska;31;39;41.896;-96.76;10203;572;17.1;112
1642;custer;Nebraska;31;41;41.404;-99.668;11793;2575.7;4.5;38
1643;dakota;Nebraska;31;43;42.444;-96.444;20253;263.8;78.1;82
1644;dawes;Nebraska;31;45;42.781;-103.075;9060;1396.3;6.3;120
1645;dawson;Nebraska;31;47;40.829;-99.862;24365;1012.9;24.2;445
1646;deuel;Nebraska;31;49;41.088;-102.342;2098;439.9;4.6;399
1647;dixon;Nebraska;31;51;42.44;-96.829;6339;476.4;12.8;64
1648;dodge;Nebraska;31;53;41.477;-96.534;36160;534.4;67.5;61
1649;douglas;Nebraska;31;55;41.259;-96.047;463585;331;1456.7;25
1650;dundy;Nebraska;31;57;40.096;-101.62;2292;919.9;2.4;43
1651;fillmore;Nebraska;31;59;40.543;-97.578;6634;576.5;11.2;38
1652;franklin;Nebraska;31;61;40.189;-98.945;3574;575.9;5.9;91
1653;frontier;Nebraska;31;63;40.609;-100.398;3099;974.5;3;217
1654;furnas;Nebraska;31;65;40.246;-99.926;5324;718.1;7.1;66
1655;gage;Nebraska;31;67;40.268;-96.716;22993;855.3;27.4;156
1656;garden;Nebraska;31;69;41.423;-102.318;2292;1704.4;1.3;100
1657;garfield;Nebraska;31;71;41.805;-99.104;1902;570;3.2;37
1658;gosper;Nebraska;31;73;40.588;-99.83;2143;458.2;4.4;212
1659;grant;Nebraska;31;75;41.981;-101.726;747;776.2;0.9;33
1660;greeley;Nebraska;31;77;41.56;-98.494;2714;569.9;4.5;75
1661;hall;Nebraska;31;79;40.915;-98.378;53534;546.4;100.4;315
1662;hamilton;Nebraska;31;81;40.88;-98.021;9403;543.7;17.4;18
1663;harlan;Nebraska;31;83;40.145;-99.403;3786;552.8;6.6;532
1664;hayes;Nebraska;31;85;40.498;-101.057;1068;713.1;1.6;60
1665;hitchcock;Nebraska;31;87;40.212;-101.014;3111;710;4.3;79
1666;holt;Nebraska;31;89;42.456;-98.741;11551;2412.7;4.5;328
1667;hooker;Nebraska;31;91;42.016;-101.067;783;721.2;1;143
1668;howard;Nebraska;31;93;41.189;-98.497;6567;569.5;11.8;117
1669;jefferson;Nebraska;31;95;40.166;-97.139;8333;573;14.1;113
1670;johnson;Nebraska;31;97;40.401;-96.237;4488;376.1;12.1;177
1671;kearney;Nebraska;31;99;40.507;-98.994;6882;516;13.3;39
1672;keith;Nebraska;31;101;41.141;-101.696;8875;1061.3;7.9;36
1673;keya paha;Nebraska;31;103;42.873;-99.702;983;773;1.2;161
1674;kimball;Nebraska;31;105;41.23;-103.662;4089;951.7;4;138
1675;knox;Nebraska;31;107;42.617;-97.785;9374;1108.1;8.1;25
1676;lancaster;Nebraska;31;109;40.803;-96.673;250291;838.9;311.8;94
1677;lincoln;Nebraska;31;111;41.12;-100.788;34632;2564;13.6;35
1678;logan;Nebraska;31;113;41.486;-100.496;774;570.7;1.2;136
1679;loup;Nebraska;31;115;41.811;-99.406;712;569.7;1.2;493
1680;mcpherson;Nebraska;31;117;41.566;-101.005;533;859;0.6;86
1681;madison;Nebraska;31;119;42.002;-97.466;35226;572.6;62.4;81
1682;merrick;Nebraska;31;121;41.131;-98.041;8204;484.9;16.7;150
1683;morrill;Nebraska;31;123;41.707;-103.153;5440;1423.7;3.7;212
1684;nance;Nebraska;31;125;41.402;-97.903;4038;441.3;8.5;53
1685;nemaha;Nebraska;31;127;40.403;-95.835;7576;407;17.4;37
1686;nuckolls;Nebraska;31;129;40.118;-98.056;5057;575.3;8.4;79
1687;otoe;Nebraska;31;131;40.668;-96.024;15396;615.7;25.2;234
1688;pawnee;Nebraska;31;133;40.132;-96.182;3087;431.6;6.6;331
1689;perkins;Nebraska;31;135;40.846;-101.666;3200;883.2;3.5;347
1690;phelps;Nebraska;31;137;40.469;-99.407;9747;540;17.8;170
1691;pierce;Nebraska;31;139;42.266;-97.592;7857;573.9;13.4;42
1692;platte;Nebraska;31;141;41.473;-97.391;31662;674.7;46.3;100
1693;polk;Nebraska;31;143;41.175;-97.558;5639;438.8;12.3;75
1694;red willow;Nebraska;31;145;40.205;-100.583;11448;716.7;15.5;298
1695;richardson;Nebraska;31;147;40.103;-95.673;9531;553.3;16.1;387
1696;rock;Nebraska;31;149;42.537;-99.489;1756;1008.5;1.6;125
1697;saline;Nebraska;31;151;40.574;-97.032;13843;575.3;24.8;92
1698;sarpy;Nebraska;31;153;41.152;-96.009;122595;240.5;565.3;31
1699;saunders;Nebraska;31;155;41.202;-96.574;19830;753.9;27;98
1700;scotts bluff;Nebraska;31;157;41.866;-103.683;36951;739.3;49.6;373
1701;seward;Nebraska;31;159;40.871;-97.11;16496;574.8;29;67
1702;sheridan;Nebraska;31;161;42.7;-102.4;6198;2441;2.4;257
1703;sherman;Nebraska;31;163;41.223;-98.968;3318;565.8;5.6;325
1704;sioux;Nebraska;31;165;42.386;-103.824;1475;2066.6;0.7;213
1705;stanton;Nebraska;31;167;41.98;-97.245;6455;429.8;15.2;16
1706;thayer;Nebraska;31;169;40.179;-97.628;6055;574.6;9.6;39
1707;thomas;Nebraska;31;171;41.965;-100.564;729;712.9;0.9;115
1708;thurston;Nebraska;31;173;42.156;-96.524;7171;393.8;18.1;489
1709;valley;Nebraska;31;175;41.571;-98.95;4647;568.1;8;58
1710;washington;Nebraska;31;177;41.51;-96.161;18780;390.3;50.2;564
1711;wayne;Nebraska;31;179;42.223;-97.063;9851;443.4;20.8;98
1712;webster;Nebraska;31;181;40.194;-98.485;4061;574.9;6.7;84
1713;wheeler;Nebraska;31;183;41.876;-98.552;886;575.2;1.4;42
1714;york;Nebraska;31;185;40.867;-97.606;14598;575.7;24.7;73
1715;carson city;Nevada;32;510;39.166;-119.754;52457;143.4;390.5;269
1716;churchill;Nevada;32;1;39.473;-118.793;23982;4929.2;4.9;174
1717;clark;Nevada;32;3;36.145;-115.137;1375765;7877.4;209.5;48
1718;douglas;Nevada;32;5;38.954;-119.765;41259;709.8;63.9;75
1719;elko;Nevada;32;7;40.879;-115.493;45291;17179;2.6;134
1720;esmeralda;Nevada;32;9;37.74;-117.601;971;3588.5;0.2;258
1721;eureka;Nevada;32;11;39.869;-116.158;1651;4175.7;0.3;494
1722;humboldt;Nevada;32;13;41.039;-117.746;16106;9647.9;1.8;51
1723;lander;Nevada;32;15;40.525;-116.931;5794;5493.6;0.9;184
1724;lincoln;Nevada;32;17;37.676;-114.656;4165;10633.2;0.4;212
1725;lyon;Nevada;32;19;39.283;-119.327;34501;1993.7;21.7;16
1726;mineral;Nevada;32;21;38.595;-118.637;5071;3756.4;1.3;378
1727;nye;Nevada;32;23;36.602;-116.244;32485;18186.5;2.1;25
1728;pershing;Nevada;32;27;40.349;-118.293;6693;6036.6;1.1;166
1729;storey;Nevada;32;29;39.384;-119.618;3399;263.5;14.2;280
1730;washoe;Nevada;32;31;39.531;-119.798;339486;6342.3;60;349
1731;white pine;Nevada;32;33;39.284;-114.85;9181;8876;1;407
1732;belknap;New Hampshire;33;1;43.521;-71.445;56325;401.3;151.7;192
1733;carroll;New Hampshire;33;3;43.807;-71.176;43666;933.8;50.1;163
1734;cheshire;New Hampshire;33;5;42.899;-72.264;73825;707.4;108.7;86
1735;coos;New Hampshire;33;7;44.556;-71.359;33111;1800.3;18.6;435
1736;grafton;New Hampshire;33;9;43.838;-71.962;81743;1713.3;49.1;317
1737;hillsborough;New Hampshire;33;11;42.879;-71.531;380841;876.2;454.9;311
1738;merrimack;New Hampshire;33;13;43.246;-71.584;136225;934.4;155.8;134
1739;rockingham;New Hampshire;33;15;42.935;-71.104;277359;694.9;420.9;122
1740;strafford;New Hampshire;33;17;43.247;-70.953;112233;368.8;320.6;140
1741;sullivan;New Hampshire;33;19;43.366;-72.265;40458;537.4;79;19
1742;atlantic;New Jersey;34;1;39.423;-74.574;252552;555.7;483.6;355
1743;bergen;New Jersey;34;3;40.919;-74.058;884118;231.1;3907.9;322
1744;burlington;New Jersey;34;5;39.98;-74.834;423394;798.4;563.2;44
1745;camden;New Jersey;34;7;39.866;-75.029;508932;222.2;2323.8;24
1746;cape may;New Jersey;34;9;39.1;-74.798;102326;255.2;394.9;61
1747;cumberland;New Jersey;34;11;39.429;-75.089;146438;489.3;309;381
1748;essex;New Jersey;34;13;40.769;-74.217;793633;126.3;6309.9;33
1749;gloucester;New Jersey;34;15;39.75;-75.122;254673;322;844;76
1750;hudson;New Jersey;34;17;40.743;-74.063;608975;46.7;12983.7;59
1751;hunterdon;New Jersey;34;19;40.575;-74.897;121989;427.9;303.2;21
1752;mercer;New Jersey;34;21;40.255;-74.704;350761;226.2;1614.8;324
1753;middlesex;New Jersey;34;23;40.489;-74.386;750162;309.7;2534.8;32
1754;monmouth;New Jersey;34;25;40.293;-74.14;615301;471.9;1348.4;115
1755;morris;New Jersey;34;27;40.859;-74.5;470212;469;1040.9;303
1756;ocean;New Jersey;34;29;39.971;-74.208;510916;636.4;869.4;4
1757;passaic;New Jersey;34;31;40.927;-74.192;489049;185.1;2703.7;85
1758;salem;New Jersey;34;33;39.625;-75.379;64285;337.9;193.4;346
1759;somerset;New Jersey;34;35;40.565;-74.579;297490;304.5;1040.1;214
1760;sussex;New Jersey;34;37;41.089;-74.653;144166;521.3;292;278
1761;union;New Jersey;34;39;40.66;-74.295;522541;103.3;5150.3;599
1762;warren;New Jersey;34;41;40.796;-75.015;102437;358;307.3;242
1763;bernalillo;New Mexico;35;1;35.106;-106.602;556678;1161.7;511.1;62
1764;catron;New Mexico;35;3;33.885;-108.583;3543;6927.8;0.5;17
1765;chaves;New Mexico;35;5;33.365;-104.512;61382;6070.9;10.2;82
1766;colfax;New Mexico;35;7;36.705;-104.627;14189;3756.8;3.7;283
1767;curry;New Mexico;35;9;34.419;-103.225;45044;1406;32.5;211
1768;de baca;New Mexico;35;11;34.458;-104.248;2240;2322.3;0.9;67
1769;dona ana;New Mexico;35;13;32.239;-106.73;174682;3807.2;48.9;178
1770;eddy;New Mexico;35;15;32.54;-104.288;51658;4182;12.4;17
1771;grant;New Mexico;35;17;32.779;-108.239;31002;3957.9;7.4;51
1772;guadalupe;New Mexico;35;19;34.92;-104.796;4680;3030.4;1.5;73
1773;harding;New Mexico;35;21;35.891;-104.015;810;2125.3;0.4;293
1774;hidalgo;New Mexico;35;23;32.278;-108.757;5932;3445.6;1.5;55
1775;lea;New Mexico;35;25;32.75;-103.195;55511;4393;12.8;190
1776;lincoln;New Mexico;35;27;33.423;-105.632;19411;4831;4.3;41
1777;los alamos;New Mexico;35;28;35.868;-106.268;18343;109.3;171.9;39
1778;luna;New Mexico;35;29;32.216;-107.741;25016;2965.1;8.8;36
1779;mckinley;New Mexico;35;31;35.519;-108.626;74798;5448.7;13.3;176
1780;mora;New Mexico;35;33;36.002;-105.235;5180;1931.1;2.7;51
1781;otero;New Mexico;35;35;32.869;-105.96;62298;6626.5;9.5;318
1782;quay;New Mexico;35;37;35.177;-103.657;10155;2874.9;3.3;2
1783;rio arriba;New Mexico;35;39;36.197;-106.2;41190;5857.6;6.9;99
1784;roosevelt;New Mexico;35;41;34.165;-103.351;18018;2448.5;7.4;53
1785;sandoval;New Mexico;35;43;35.35;-106.65;89908;3709.3;27.5;78
1786;san juan;New Mexico;35;45;36.713;-108.235;113801;5514;22.5;91
1787;san miguel;New Mexico;35;47;35.572;-105.296;30126;4717;6.3;41
1788;santa fe;New Mexico;35;49;35.634;-105.999;129292;1909.2;72.7;134
1789;sierra;New Mexico;35;51;33.107;-107.28;13270;4180.3;3.1;222
1790;socorro;New Mexico;35;53;34.154;-106.954;18078;6646.5;2.7;72
1791;taos;New Mexico;35;55;36.438;-105.609;29979;2203.2;14.3;441
1792;torrance;New Mexico;35;57;34.871;-106.098;16911;3344.8;5;177
1793;union;New Mexico;35;59;36.454;-103.285;4174;3830;1;89
1794;valencia;New Mexico;35;61;34.751;-106.72;66152;1065.7;64.5;35
1795;albany;New York;36;1;42.678;-73.814;294565;523.5;570.1;58
1796;allegany;New York;36;3;42.227;-78.021;49927;1030.2;49.1;266
1797;bronx;New York;36;5;40.85;-73.882;1332650;42;32491.6;81
1798;broome;New York;36;7;42.122;-75.933;200536;706.8;279.7;51
1799;cattaraugus;New York;36;9;42.224;-78.607;83955;1309.9;63.5;8
1800;cayuga;New York;36;11;42.94;-76.561;81963;693.2;118.2;75
1801;chautauqua;New York;36;13;42.247;-79.315;139750;1062;129.2;318
1802;chemung;New York;36;15;42.117;-76.812;91070;408.2;220.5;147
1803;chenango;New York;36;17;42.482;-75.57;51401;894.4;58;66
1804;clinton;New York;36;19;44.732;-73.549;79894;1038.9;78.8;38
1805;columbia;New York;36;21;42.277;-73.682;63094;635.7;100.1;209
1806;cortland;New York;36;23;42.597;-76.143;48599;499.7;98.1;94
1807;delaware;New York;36;25;42.243;-74.998;48055;1446.4;32.7;94
1808;dutchess;New York;36;27;41.686;-73.84;280150;801.6;366;3
1809;erie;New York;36;29;42.888;-78.796;950265;1044.2;896.7;167
1810;essex;New York;36;31;44.166;-73.685;38851;1796.8;21.7;11
1811;franklin;New York;36;33;44.706;-74.341;51134;1631.5;31.3;268
1812;fulton;New York;36;35;43.06;-74.331;55073;496.2;111.8;323
1813;genesee;New York;36;37;43;-78.173;60370;494.1;120.8;217
1814;greene;New York;36;39;42.298;-73.973;48195;647.7;75.9;472
1815;hamilton;New York;36;41;43.619;-74.395;5379;1720.4;3;153
1816;herkimer;New York;36;43;43.07;-74.994;64427;1412;45.2;4
1817;jefferson;New York;36;45;44.019;-75.899;111738;1272.3;87.6;160
1818;kings;New York;36;47;40.65;-73.955;2465326;70.9;34930;223
1819;lewis;New York;36;49;43.786;-75.446;26944;1275.4;20.8;66
1820;livingston;New York;36;51;42.764;-77.765;64328;632.1;102.5;274
1821;madison;New York;36;53;42.987;-75.72;69441;655.9;107.4;240
1822;monroe;New York;36;55;43.162;-77.62;735343;659.3;1115.1;140
1823;montgomery;New York;36;57;42.934;-74.342;49708;403.2;122.2;66
1824;nassau;New York;36;59;40.716;-73.601;1334544;286.9;4670.1;87
1825;new york;New York;36;61;40.78;-73.965;1537195;23;68084.4;41
1826;niagara;New York;36;63;43.135;-78.856;219846;522.9;417;190
1827;oneida;New York;36;65;43.15;-75.362;235469;1212.7;193.8;25
1828;onondaga;New York;36;67;43.066;-76.168;458336;780.3;589.3;83
1829;ontario;New York;36;69;42.895;-77.252;100224;644.4;160.6;269
1830;orange;New York;36;71;41.423;-74.242;341367;816.3;453.7;241
1831;orleans;New York;36;73;43.248;-78.218;44171;391.4;112.8;29
1832;oswego;New York;36;75;43.391;-76.311;122377;953.3;129.8;187
1833;otsego;New York;36;77;42.565;-75.06;61676;1002.8;62.3;186
1834;putnam;New York;36;79;41.411;-73.717;95745;231.3;434.8;97
1835;queens;New York;36;81;40.721;-73.833;2229379;108.5;20615.4;259
1836;rensselaer;New York;36;83;42.701;-73.629;152538;654;235.6;92
1837;richmond;New York;36;85;40.589;-74.137;443728;58.5;7922.8;493
1838;rockland;New York;36;87;41.127;-74.017;286753;174.2;1685.3;93
1839;st lawrence;New York;36;89;44.652;-75.155;111931;2685.6;41.4;546
1840;saratoga;New York;36;91;43.009;-73.787;200635;812;262;45
1841;schenectady;New York;36;93;42.809;-73.947;146555;204.4;724.3;167
1842;schoharie;New York;36;95;42.643;-74.435;31582;622;51.5;17
1843;schuyler;New York;36;97;42.386;-76.872;19224;328.7;59.3;56
1844;seneca;New York;36;99;42.834;-76.828;33342;324.9;108;497
1845;steuben;New York;36;101;42.27;-77.325;98726;1392.6;71;194
1846;suffolk;New York;36;103;40.82;-73.119;1419369;912.2;1617.4;25
1847;sullivan;New York;36;105;41.705;-74.712;73966;969.7;78.5;32
1848;tioga;New York;36;107;42.12;-76.296;51784;518.7;99.4;96
1849;tompkins;New York;36;109;42.461;-76.479;96501;476.1;210.3;106
1850;ulster;New York;36;111;41.848;-74.099;177749;1126.5;161.4;213
1851;warren;New York;36;113;43.403;-73.716;63303;869.3;74.9;295
1852;washington;New York;36;115;43.29;-73.455;61042;835.4;75.2;93
1853;wayne;New York;36;117;43.144;-77.118;93765;604.2;155.3;24
1854;westchester;New York;36;119;41.039;-73.805;923459;432.8;2177.4;33
1855;wyoming;New York;36;121;42.724;-78.204;43424;592.9;72.5;74
1856;yates;New York;36;123;42.634;-77.078;24621;338.2;72.9;193
1857;alamance;North Carolina;37;1;36.074;-79.413;130800;429.9;322.1;9
1858;alexander;North Carolina;37;3;35.892;-81.19;33603;260.2;133.9;21
1859;alleghany;North Carolina;37;5;36.497;-81.104;10677;235;46.1;154
1860;anson;North Carolina;37;7;34.969;-80.103;25275;531.6;47.2;695
1861;ashe;North Carolina;37;9;36.42;-81.491;24384;426.6;59.1;14
1862;avery;North Carolina;37;11;36.079;-81.943;17167;247;72;32
1863;beaufort;North Carolina;37;13;35.518;-76.947;44958;828;55.3;13
1864;bertie;North Carolina;37;15;36.091;-76.975;19773;699.2;27.9;377
1865;bladen;North Carolina;37;17;34.603;-78.64;32278;874.9;37.7;52
1866;brunswick;North Carolina;37;19;34.025;-78.241;73143;854.8;98.9;52
1867;buncombe;North Carolina;37;21;35.59;-82.548;206330;655.9;328.8;174
1868;burke;North Carolina;37;23;35.731;-81.639;89148;506.7;176.6;165
1869;cabarrus;North Carolina;37;25;35.406;-80.6;131063;361.7;404.1;94
1870;caldwell;North Carolina;37;27;35.879;-81.508;77415;471.6;167.4;288
1871;camden;North Carolina;37;29;36.356;-76.179;6885;240.7;35.1;458
1872;carteret;North Carolina;37;31;34.745;-76.79;59383;514;120.7;301
1873;caswell;North Carolina;37;33;36.403;-79.361;23501;424.5;55.8;445
1874;catawba;North Carolina;37;35;35.697;-81.252;141685;400;373.7;98
1875;chatham;North Carolina;37;37;35.734;-79.265;49329;682.3;83.6;6
1876;cherokee;North Carolina;37;39;35.114;-84.01;24298;455.3;55.5;144
1877;chowan;North Carolina;37;41;36.115;-76.624;14526;172.6;84;40
1878;clay;North Carolina;37;43;35.037;-83.805;8775;214.8;44.1;151
1879;cleveland;North Carolina;37;45;35.293;-81.514;96287;464.6;211.5;40
1880;columbus;North Carolina;37;47;34.285;-78.712;54749;936.8;58.4;61
1881;craven;North Carolina;37;49;35.061;-77.034;91436;708.5;129.3;640
1882;cumberland;North Carolina;37;51;35.064;-78.938;302963;652.7;472.6;356
1884;currituck:main;North Carolina;37;53;36.387;-75.998;18190;261.7;84.3;84
1886;dare;North Carolina;37;55;35.902;-75.674;29967;383.6;87.4;237
1887;davidson;North Carolina;37;57;35.847;-80.202;147246;552.3;278.4;98
1888;davie;North Carolina;37;59;35.927;-80.526;34835;265.2;143.3;451
1889;duplin;North Carolina;37;61;34.933;-77.948;49063;815.4;63.5;240
1890;durham;North Carolina;37;63;35.995;-78.909;223314;290.1;826.4;43
1891;edgecombe;North Carolina;37;65;35.909;-77.664;55606;505;108.3;72
1892;forsyth;North Carolina;37;67;36.11;-80.257;306067;409.6;783.6;40
1893;franklin;North Carolina;37;69;36.056;-78.327;47260;491.9;108.8;76
1894;gaston;North Carolina;37;71;35.275;-81.161;190365;356.2;545.9;85
1895;gates;North Carolina;37;73;36.46;-76.706;10516;340.6;32.1;59
1896;graham;North Carolina;37;75;35.33;-83.791;7993;292.1;27.6;288
1897;granville;North Carolina;37;77;36.239;-78.657;48498;531.1;99.6;90
1898;greene;North Carolina;37;79;35.472;-77.67;18974;265.4;76.2;250
1899;guilford;North Carolina;37;81;36.06;-79.852;421048;649.2;675.9;83
1900;halifax;North Carolina;37;83;36.348;-77.669;57370;725.4;77.3;116
1901;harnett;North Carolina;37;85;35.363;-78.823;91025;594.3;170.9;256
1902;haywood;North Carolina;37;87;35.516;-82.941;54033;553.7;101.6;195
1903;henderson;North Carolina;37;89;35.337;-82.474;89173;374.1;254.9;29
1904;hertford;North Carolina;37;91;36.349;-77.008;22601;353.3;66.7;37
1905;hoke;North Carolina;37;93;34.985;-79.195;33646;391.2;100.4;320
1906;hyde;North Carolina;37;95;35.444;-76.213;5826;612.5;9;210
1907;iredell;North Carolina;37;97;35.729;-80.871;122660;575.8;237.8;95
1908;jackson;North Carolina;37;99;35.337;-83.2;33121;490.7;71.3;271
1909;johnston;North Carolina;37;101;35.548;-78.396;121965;791.2;179;307
1910;jones;North Carolina;37;103;35.024;-77.349;10381;470.8;22.1;56
1911;lee;North Carolina;37;105;35.462;-79.172;49040;257.2;191.1;237
1912;lenoir;North Carolina;37;107;35.264;-77.629;59648;400.6;145.8;408
1913;lincoln;North Carolina;37;109;35.483;-81.195;63780;298.8;227.4;113
1914;mcdowell;North Carolina;37;111;35.668;-82.024;42151;441.7;98;293
1915;macon;North Carolina;37;113;35.159;-83.378;29811;516.6;60.8;30
1916;madison;North Carolina;37;115;35.841;-82.649;19635;449.4;44.4;6
1917;martin;North Carolina;37;117;35.836;-77.106;25593;461.2;53.8;43
1918;mecklenburg;North Carolina;37;119;35.215;-80.812;695454;526.2;1466.4;178
1919;mitchell;North Carolina;37;121;35.965;-82.118;15687;221.4;71.6;86
1920;montgomery;North Carolina;37;123;35.335;-79.883;26822;491.8;55.9;6
1921;moore;North Carolina;37;125;35.251;-79.446;74769;697.6;114.7;38
1922;nash;North Carolina;37;127;35.949;-77.917;87420;540.2;167.9;7
1923;new hanover;North Carolina;37;129;34.212;-77.883;160307;198.9;872.5;135
1924;northampton;North Carolina;37;131;36.43;-77.431;22086;536.5;40.3;140
1925;onslow;North Carolina;37;133;34.735;-77.395;150355;766.1;201.4;115
1926;orange;North Carolina;37;135;35.975;-79.08;118227;400.1;293.7;15
1927;pamlico;North Carolina;37;137;35.109;-76.773;12934;336.9;38;287
1928;pasquotank;North Carolina;37;139;36.296;-76.248;34897;226.9;162.2;74
1929;pender;North Carolina;37;141;34.482;-77.857;41082;870;51.9;56
1930;perquimans;North Carolina;37;143;36.184;-76.428;11368;247.2;47.6;69
1931;person;North Carolina;37;145;36.379;-78.973;35623;392.3;94.2;64
